tiff_file,prompt,ground_truth
Thermal_1831,What is the lowest temperature recorded for the motorcycle on the left? Strictly return a single numerical value rounded to one decimal place.,24.3
Thermal_1831,What is the maximum temperature of the motorcycle on the left? Strictly return a single numerical value rounded to one decimal place.,26.3
Thermal_1833,What average temperature does the motorcycle show? Strictly return a single numerical value rounded to one decimal place.,24.2
Thermal_1833,What is the lowest temperature recorded for the motorcycle? Strictly return a single numerical value rounded to one decimal place.,8.7
Thermal_1833,What is the maximum temperature of the motorcycle? Strictly return a single numerical value rounded to one decimal place.,38.1
Thermal_1834,What is the average temperature of the wheel? Strictly return a single numerical value rounded to one decimal place.,25.1
Thermal_1834,What is the minimum temperature of the wheel? Strictly return a single numerical value rounded to one decimal place.,21.1
Thermal_1834,What is the hottest point of the wheel? Strictly return a single numerical value rounded to one decimal place.,27.1
Thermal_1837,What is the average temperature of the motorcycle? Strictly return a single numerical value rounded to one decimal place.,23.9
Thermal_1837,What is the lowest temperature recorded for the motorcycle? Strictly return a single numerical value rounded to one decimal place.,6.7
Thermal_1837,What is the maximum temperature of the motorcycle? Strictly return a single numerical value rounded to one decimal place.,34.9
Thermal_1837,What is the average temperature of the tire on the left? Strictly return a single numerical value rounded to one decimal place.,23.8
Thermal_1837,What is the coldest point of the tire on the left? Strictly return a single numerical value rounded to one decimal place.,22.9
Thermal_1837,What is the hottest point of the tire on the left? Strictly return a single numerical value rounded to one decimal place.,26.1
Thermal_1837,What is the mean temperature of the tire on the right? Strictly return a single numerical value rounded to one decimal place.,23.4
Thermal_1837,What is the minimum temperature of the tire on the right? Strictly return a single numerical value rounded to one decimal place.,22.7
Thermal_1837,What is the highest temperature recorded for the tire on the right? Strictly return a single numerical value rounded to one decimal place.,24.9
Thermal_1838,What average temperature does the car show? Strictly return a single numerical value rounded to one decimal place.,23.3
Thermal_1838,What is the coldest point of the car? Strictly return a single numerical value rounded to one decimal place.,19.0
Thermal_1838,What is the maximum temperature of the car? Strictly return a single numerical value rounded to one decimal place.,38.6
Thermal_1838,What is the average temperature of the light? Strictly return a single numerical value rounded to one decimal place.,30.1
Thermal_1838,What is the coldest point of the light? Strictly return a single numerical value rounded to one decimal place.,25.5
Thermal_1838,What is the maximum temperature of the light? Strictly return a single numerical value rounded to one decimal place.,38.6
Thermal_1838,What average temperature does the tire on the left show? Strictly return a single numerical value rounded to one decimal place.,25.1
Thermal_1838,What is the minimum temperature of the tire on the left? Strictly return a single numerical value rounded to one decimal place.,24.4
Thermal_1838,What is the maximum temperature of the tire on the left? Strictly return a single numerical value rounded to one decimal place.,26.9
Thermal_1838,What is the mean temperature of the tire on the right? Strictly return a single numerical value rounded to one decimal place.,27.4
Thermal_1838,What is the lowest temperature recorded for the tire on the right? Strictly return a single numerical value rounded to one decimal place.,26.4
Thermal_1838,What is the maximum temperature of the tire on the right? Strictly return a single numerical value rounded to one decimal place.,28.3
Thermal_1838,What is the mean temperature of the tree on the right? Strictly return a single numerical value rounded to one decimal place.,22.6
Thermal_1838,What is the coldest point of the tree on the right? Strictly return a single numerical value rounded to one decimal place.,20.6
