tiff_file,prompt,category,ground_truth
Thermal_1043,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_1043,"Between the shoe on the left and the shoe on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_1043,"Between the shoe on the left and the shoe on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_1044,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_1044,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_1045,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_1045,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_1046,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_1046,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_1047,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_1047,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_1048,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_1048,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_1049,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_1049,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_105,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_105,"Between the person on the right and the person on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_1050,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_1050,"Which of the two chairs has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_1057,"Between the computer tower on the right and the computer tower on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Computer tower,left
Thermal_1057,"Which computer tower is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Computer tower,right
Thermal_106,"Between the shoe on the left and the shoe on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_106,"Which shoe is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_1060,"Between the light on the right and the light on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,left
Thermal_1060,"Between the light on the right and the light on the left, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Light,right
Thermal_1063,"Which keyboard is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Keyboard,right
Thermal_1063,"Which of the two keyboards has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Keyboard,left
Thermal_1063,"Which monitor is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,right
Thermal_1063,"Which monitor is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Monitor,left
